id,year,appendix,taxon,class,ord,family,genus,term,quantity,unit,importer,exporter,origin,purpose,source,reporter_type,import_permit_randomid,export_permit_randomid,origin_permit_randomid
5394484,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,4,"",US,HK,CN,S,"",I,"",26e8e424db,""
5394485,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,ID,T,"",I,"",45b717a6df,""
5394486,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,32,"",US,MX,ID,T,"",I,"",4803b956a6,""
5394487,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",CA,US,ID,T,"",E,"","",""
5394488,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,150,"",JP,TH,"",T,"",I,"","",""
5394489,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",JP,TH,"",T,"",I,"","",""
5394490,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,5,"",FR,JP,XX,T,"",E,"",c6e71e664b,""
5394491,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,9,"",FR,JP,TH,T,"",E,"",2327a901af,""
5394492,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,544,"",US,JP,TH,T,"",E,"",5adc0284ef,""
5394493,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),15,"",US,JP,US,T,"",E,"",eb39ac5587,""
5394494,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,14,"",US,JP,ID,T,"",E,"",a26dfaa171,""
5394495,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),6,"",US,JP,ID,T,"",E,"",a26dfaa171,""
5394496,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),23,"",US,JP,US,T,"",E,"",4e2309828e,""
5394497,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,JP,ID,T,"",E,"",25ab742fb0,""
5394498,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,448,"",US,JP,TH,T,"",E,"",f4cf4bae47,""
5394499,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,JP,ID,T,"",E,"",2dd23774b0,""
5394500,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,JP,ID,T,"",E,"",b2396286c4,""
5394501,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,220,"",US,JP,ID,T,"",E,"",cb40bce5a0,""
5394502,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),50,"",CA,JP,TH,T,"",E,"",285d4b2b34,""
5394503,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),20,"",CA,JP,ID,T,"",E,"",b6cc17feab,""
5394504,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,320,"",US,TW,SG,T,"",I,"",6979c3c857,""
5394505,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,200,"",US,TW,SG,T,"",I,"",ccb35b5010,""
5394506,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,4,"",US,CN,"",Z,"",E,"","",""
5394507,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,5,"",JP,CN,"",Z,"",E,"","",""
5394508,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1000,"",JP,TW,"",T,"",I,"","",""
5394509,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,JP,TH,T,"",E,"",d614f55a9a,""
5394510,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,6,"",US,JP,TH,T,"",E,"",b62b488a0b,""
5394511,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,496,"",US,JP,TH,T,"",E,"",a60d02b20a,""
5394512,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"","",""
5394513,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,JP,TH,T,"",I,"",d614f55a9a,""
5394514,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,80,"",US,MX,"",T,"",I,"",43b8632274,""
5394218,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,491,"",US,JP,TH,T,"",I,"",189e3a6c72,""
5394219,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,30,"",XX,US,ID,T,"",E,"",a442f7c362,""
5394220,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,500,"",MX,US,TH,T,"",E,"",baeba45094,""
5394221,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,TH,T,"",I,"","",""
5394222,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,8,"",MX,US,TH,T,"",E,"",348c94c735,""
5394223,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",MX,US,TH,T,"",E,"","",""
5394224,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,7,"",US,MX,TH,T,"",I,"","",""
5394225,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394226,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",US,MX,TH,T,"",I,"","",""
5394227,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,28,"",US,MX,TH,T,"",I,"","",""
5394228,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,TH,T,"",I,"","",""
5394229,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,30,"",MX,US,ID,T,"",E,"",a442f7c362,""
5394230,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,IT,TH,T,"",I,"",ff1e6103ef,""
5394231,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,21,"",US,MX,TH,T,"",I,"","",""
5394232,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,30,"",US,JP,TH,T,"",I,"","",""
5394233,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,IT,TH,T,"",I,"",75a59ea547,""
5394234,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,IT,TH,T,"",I,"",963b754151,""
5394235,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,6,"",US,MX,TH,T,"",I,"","",""
5394236,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,6,"",US,MX,TH,T,"",I,"","",""
5394237,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394238,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",MX,US,TH,T,"",E,"",dab12215cb,""
5394239,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394240,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,XX,"","",I,"","",""
5394241,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,10,"",US,MX,ID,T,"",I,"","",""
5394242,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394243,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,leather items,160,"",US,MX,MY,T,"",I,"",f0cbf97f01,""
5394244,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,IT,TH,T,"",I,"",0399f24c19,""
5394245,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,420,"",US,JP,TH,T,"",I,"",1aa31a6e1e,""
5394246,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,25,"",MX,US,ID,T,"",E,"",736d5b6964,""
5394247,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"",9238b72bc3,""
5394248,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,TH,T,"",I,"",9238b72bc3,""
5394249,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,6,"",US,MX,TH,T,"",I,"","",""
5394250,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394251,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394252,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,shoes,39,"",US,IT,TH,T,"",I,"","",""
5394253,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,leather items,18,"",US,IT,TH,T,"",I,"","",""
5394254,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,skins,230,kg,MX,US,TH,T,"",E,"",8fa9b87717,""
5394255,1986,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,MX,XX,"",I,I,"","",""
5394256,1979,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1247,"",US,JP,XX,T,"",I,"","",""
5394257,1979,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1490,"",US,JP,ID,T,"",I,"","",""
5394258,1979,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,100,"",US,TW,CN,T,"",I,"","",""
5394259,1979,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,TW,CN,T,"",I,"","",""
5394260,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,122,cm,US,JP,XX,"","",E,"","",""
5394261,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skin pieces,50,m,US,JP,ID,T,"",I,"","",""
5394262,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,201,"",US,JP,ID,T,"",I,"","",""
5394263,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,6270,"",US,JP,ID,T,"",I,"","",""
5394264,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,800,"",US,TW,ID,T,"",I,"","",""
5394265,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1382,"",US,JP,"",T,"",I,"","",""
5394266,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,48,"",US,JP,TW,T,"",I,"","",""
5394267,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,550,"",US,TW,"",T,"",I,"","",""
5394268,1980,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,550,"",US,JP,XX,T,"",I,"","",""
5394269,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,35,"",IT,TW,"","","",I,"","",""
5394270,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,150,"",IT,TW,"","","",I,"","",""
5394271,1978,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",AU,SG,"","","",I,"",2a7ce12dad,""
5394272,1977,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,2,"",AU,CN,"","","",I,"",d74e5b13f4,""
5394273,1978,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,350,"",US,CN,"","","",I,"","",""
5394274,1978,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,3331,"",US,JP,XX,"","",I,"","",""
5394275,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,96,"",JP,TH,"",T,"",I,"","",""
5394276,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,142,"",JP,TH,"",T,"",I,"","",""
5394277,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,158,"",JP,TH,"",T,"",I,"","",""
5394399,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,5,"",JP,CN,"",Z,"",E,"",be9a6d0985,""
5394400,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,4,"",US,CN,"",Z,"",E,"",dccae276e9,""
5394401,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,300,"",JP,SG,TH,T,"",I,"","",""
5394402,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",JP,SG,TH,T,"",I,"","",""
5394403,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,12,"",CA,JP,XX,T,"",E,"",429c404d49,""
5394404,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1,"",FR,JP,XX,T,"",E,"",fb8e05cb9a,""
5394405,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,8,"",US,JP,XX,T,"",E,"",06083eb140,""
5394406,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,8,"",US,JP,XX,T,"",E,"",bfca932e15,""
5394407,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,2,"",US,JP,XX,T,"",E,"",9ee0de775f,""
5394408,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,3,"",US,JP,XX,T,"",E,"",0a6d81cc9a,""
5394409,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,14,"",US,JP,XX,T,"",E,"",52bfb48cb6,""
5394410,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,299,"",US,JP,XX,T,"",E,"",02f5f8cac9,""
5394411,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"",8043427783,""
5394412,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,3,"",CA,US,ID,T,"",E,"",6a96343e32,""
5394413,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skin pieces,231,"",US,TW,XX,T,"",I,"",6cfddbf229,""
5394414,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,3,"",US,JP,BO,T,"",I,"",9490314f4a,""
5394415,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),8,"",US,JP,ID,"",I,I,"",bfca932e15,""
5394416,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",US,JP,ID,T,"",I,"",9ee0de775f,""
5394417,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5394418,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,MX,ID,T,"",I,"","",""
5394419,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,6,"",US,MX,ID,T,"",I,"","",""
5394420,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,3,"",CA,US,ID,T,"",E,"","",""
5394421,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",CA,US,ID,T,"",E,"","",""
5394422,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"","",""
5394423,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,7,"",CA,US,ID,T,"",E,"","",""
5394424,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,9,"",CA,US,ID,T,"",E,"",7149ac56c0,""
5394425,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,9,"",CA,US,ID,T,"",E,"",2878f294a3,""
5394426,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,9,"",CA,US,ID,T,"",E,"",283d1fd712,""
5394427,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",CA,US,ID,T,"",E,"","",""
5394428,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",CA,US,ID,T,"",E,"",a098f6006d,""
5394429,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",CA,US,ID,T,"",E,"","",""
5394430,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,13,"",CA,US,ID,T,"",E,"","",""
5394431,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",MX,US,ID,T,"",E,"","",""
5394432,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather products (small),41,"",US,TW,XX,T,"",I,"","",fa846b9888
5394433,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,TW,XX,T,"",I,"",0379ddeb3a,""
5394434,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,TW,SG,T,"",I,"",147be7585a,""
5394435,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,TW,SG,T,"",I,"",117e90bc5e,""
5394436,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,40,"",US,TW,XX,T,"",I,"",250ffe6475,""
5394437,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,42,kg,US,JP,TH,T,"",I,"",02f5f8cac9,""
5394438,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,MX,TH,T,"",I,"","",""
5394439,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",MX,US,TH,T,"",E,"","",""
5394440,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,400,"",US,TW,"",T,"",I,"",61a492b17f,""
5394441,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,500,"",US,TW,"",T,"",I,"",21837ad9c6,""
5394442,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,600,"",US,TW,"",T,"",I,"",907987eb2c,""
5394443,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,4,"",US,JP,XX,T,"",I,"",06083eb140,""
5394444,1983,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,118,"",US,MX,XX,T,"",I,"",d4231c915d,""
5394445,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,1,"",HK,XX,"","",I,I,"","",""
5394446,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,1,"",HK,XX,"","",I,I,"","",""
5394447,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",CA,US,"","","",I,"","",""
5394448,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",CA,US,ID,T,"",E,"",d2c8ea692e,""
5394449,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,3,"",CA,US,ID,T,"",E,"",d2c8ea692e,""
5394450,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5394451,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5394452,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5394453,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,5,"",CA,US,ID,T,"",E,"",d2c8ea692e,""
5394454,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,7,"",CA,US,ID,T,"",E,"",d2c8ea692e,""
5394455,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"",d2c8ea692e,""
5394456,1984,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,"",I,"","",""
5394515,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,70,"",US,MX,XX,T,"",I,"",286a61834b,""
5394516,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",T,"",I,"",479db0f98f,""
5394517,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",US,TW,TH,"",I,I,"","",""
5394518,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",JP,US,ID,T,"",E,"",ac9bb41a06,""
5394519,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,derivatives,480,"",US,HK,XX,"",I,I,"","",""
5394520,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skin pieces,8,"",US,MX,"","",I,I,"","",""
5394521,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,12,"",US,TW,TH,T,"",I,"","",""
5394522,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,496,"",US,JP,SG,T,"",I,"","",""
5394523,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
5394524,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",ID,US,ID,T,"",E,"",938663d5eb,""
5394525,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,11,"",MX,US,ID,T,"",E,"",241ea9efa6,""
5394526,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,5,"",HK,JP,TH,T,"",I,"",9c0c1662cb,""
5394527,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,live,5,"",JP,CN,"",Z,"",E,"",892c94b54c,""
5394528,1985,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,specimens,3,"",JP,CN,"",Z,"",E,"",344668069c,""
5394529,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,5,"",FR,JP,TH,E,"",E,"",a6e846e352,""
5394530,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,5,"",HK,JP,TH,E,"",E,"",9c0c1662cb,""
5394531,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,50,"",US,JP,TH,T,"",E,"",087351df75,""
5394532,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,TH,T,"",E,"",5a9fb8f756,""
5394533,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",JP,US,ID,T,"",I,"",5335e95ec7,""
5394534,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,5,"",JP,HK,TH,E,"",I,"",2a67889355,""
5394535,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",JP,US,XX,T,"",I,"",8edcf33f77,""
5394536,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,496,"",MX,US,TH,T,"",E,"","",""
5394537,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,50,"",US,JP,SG,T,"",I,"",087351df75,""
5394538,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,15,"",MX,US,ID,T,"",E,"",746f95652b,""
5394539,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",JP,US,XX,T,"",E,"",8edcf33f77,""
5394540,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,250,"",US,JP,TH,T,"",I,"",5a9fb8f756,""
5394541,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,177,"",US,MX,XX,T,"",I,"","",""
5394542,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skin pieces,1150,"",MX,US,TH,T,"",E,"","",""
5394543,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",CA,US,TH,T,"",E,"","",""
5394544,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,470,"",US,JP,TH,T,"",I,"",6491a569b4,""
5394545,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,135,"",US,MX,XX,T,"",I,"",7e1dceea49,""
5394546,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,5,"",US,MX,ID,T,"",I,"","",""
5394547,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"",d8c4ed6acf,""
5394548,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,ID,T,"",E,"",0e6e69ccfb,""
5394549,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",JP,US,ID,T,"",E,"",5335e95ec7,""
5394550,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,XX,T,"",E,"",f57c927798,""
5394551,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,4,"",IT,US,XX,T,"",E,"",60673c40cc,""
5394552,1986,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,541,"",MX,US,ID,T,"",E,"",8fa9b87717,""
5394553,1985,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,ZA,"","",I,I,"",a3502d27a8,""
5394554,1985,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,ZA,"",P,"",E,"",a3502d27a8,""
5394555,1985,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",FR,CG,"",P,"",E,"",3d4b05b8b5,""
5394556,1985,III,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,live,2,"",US,TG,"",T,"",I,"",903d9eaeac,""
5394557,1985,III,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,live,1,"",US,TG,"",T,"",I,"",734f8aa0a9,""
5394558,1985,III,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,trophies,1,"",XX,CF,"",H,"",E,"",9989f467f6,""
5394559,1986,III,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,live,15,"",US,TG,"",T,"",I,"",aaf00acce0,""
5394340,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,197,"",US,JP,"",T,"",I,"","",""
5394341,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,640,"",US,JP,ID,T,"",I,"","",""
5394342,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,300,"",US,TW,IN,T,"",I,"","",""
5394343,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,325,"",US,TW,MY,T,"",I,"","",""
5394344,1981,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,skins,220,"",US,TW,"",T,"",I,"",47cf3141dd,""
