id,year,appendix,taxon,class,ord,family,genus,term,quantity,unit,importer,exporter,origin,purpose,source,reporter_type,import_permit_randomid,export_permit_randomid,origin_permit_randomid
326704,1979,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,356,"",US,ES,XX,T,"",I,"","",""
326710,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,1,cartons,HK,XX,"","",I,I,"","",""
326711,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,XX,TH,P,"",I,"","",""
326712,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,TH,P,"",I,"","",""
326713,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",US,XX,TH,P,"",I,"","",""
326714,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,XX,TH,P,"",I,"","",""
326715,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,XX,TH,P,"",I,"","",""
326716,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,XX,TH,P,"",I,"","",""
326717,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,XX,P,"",I,"","",""
326718,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,TH,"",P,"",I,"","",""
326719,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,4,"",US,TH,"",P,"",I,"","",""
326720,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326721,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,PH,"",P,"",I,"","",""
326722,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326723,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326724,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326725,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,609,"",US,PH,"",T,"",I,"","",""
326726,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,609,"",US,PH,"",T,"",I,"","",""
326727,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",US,TH,"","",I,I,"","",""
326728,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,TH,T,"",I,"","",""
326729,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,149,"",US,MX,XX,T,"",I,"","",""
326730,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,MX,XX,"",I,I,"","",""
326731,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,TH,XX,P,"",I,"","",""
326732,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,TH,XX,P,"",I,"","",""
326733,1982,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,XX,"",P,"",I,"","",""
326734,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326735,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,"",P,"",I,"","",""
326736,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,XX,"",P,"",I,"","",""
326737,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,"",T,"",I,"","",""
326738,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,5,"",US,MX,"","",I,I,"","",""
326739,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,4,"",US,PH,"",T,"",I,"",15bd5ab31a,""
326740,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",US,XX,"",T,"",I,"","",""
326741,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,"","",I,"",f9777d2f5e,""
326742,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,6,"",US,MX,XX,"","",I,"","",""
326743,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,TH,XX,"","",I,"","",""
326744,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,TH,XX,"","",I,"","",""
326745,1983,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,XX,T,"",I,"","",""
326746,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,2,kg,HK,XX,"","",I,I,"","",""
326747,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,3,"",CA,XX,"","",I,I,"","",""
326748,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",US,MX,XX,"","",I,"","",""
326749,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,32,"",US,PH,"",T,"",I,"",71c991b599,""
326750,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,LA,"","","",I,"","",""
326751,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,12,"",US,MX,XX,T,"",I,"",823fb5b3e5,""
326752,1984,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,68,"",US,MX,XX,T,"",I,"",620fbc1b79,""
326753,1985,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,8,"",US,MX,XX,T,"",I,"","",""
326754,1986,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,3,"",US,MX,XX,"",I,I,"","",""
326755,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,5,"",US,TG,"",T,"",E,"","",""
326756,1986,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,2,"",PL,TG,"",T,"",E,"","",""
326757,1986,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,4,"",US,TG,"",T,"",E,"","",""
326758,1985,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,2,"",US,TG,"",T,"",E,"","",""
326759,1985,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,10,"",US,TG,"",T,"",E,"","",""
326760,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,"","",I,"","",""
326761,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,2,"",US,MX,XX,"","",I,"","",""
326762,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,4,"",US,MX,XX,T,"",I,"","",""
326763,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,TH,XX,T,"",I,"","",""
326764,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,14,"",US,MX,XX,"",I,I,"","",""
326765,1987,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,3,"",US,TH,XX,"",I,I,"","",""
326766,1988,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,316,"",US,TH,"","",I,I,"","",""
326767,1988,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,4,"",US,TH,"","","",I,"","",""
326768,1988,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,468,"",US,TH,"","",I,I,"","",""
326769,1988,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,XX,"","",I,I,"","",""
326770,1989,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,carvings,15,"",US,ZA,"","",I,I,"",94a594c62b,""
326771,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",NZ,XX,"","",I,I,"","",""
326772,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,XX,"",I,I,"","",""
326773,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,MX,XX,"",I,I,"","",""
326774,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,22,kg,US,HK,CN,"",I,I,"","",""
326775,1983,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,shoes,36,"",US,MX,"",T,"",I,"",5ca42a10c8,""
326776,1986,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",FR,CM,"",P,"",E,"",ba2690155f,""
326777,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",FR,CG,"",P,"",E,"",4445a0accc,""
326778,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,55,"",US,TG,"",T,"",E,"","",""
326705,1979,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,273,"",US,ES,ID,T,"",I,"","",""
326706,1979,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",CA,US,XX,T,"",E,"","",""
326707,1980,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,TW,XX,P,"",I,"","",""
326708,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,29,"",HK,XX,"","",I,I,"","",""
326709,1981,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,11,"",HK,XX,"","",I,I,"","",""
810631,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,T,I,I,"","",""
810630,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,422,g,US,LA,"","",I,I,"","",""
810629,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,LA,XX,"",I,I,"","",""
810632,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,7,"",US,MX,XX,T,I,I,"","",""
810633,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,MY,"",I,I,"","",""
810605,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,KR,XX,"",I,I,"","",""
810606,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,TH,XX,"",I,I,"","",""
810607,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,TH,XX,"",U,I,"","",""
810608,1990,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,TH,XX,"",U,I,"","",""
810609,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,LA,XX,"",I,I,"","",""
810610,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,LA,XX,"",W,I,"","",""
810611,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,2,"",US,VN,"","",I,I,"","",""
810612,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,VN,"","",U,I,"","",""
810613,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,PH,XX,"",I,I,"","",""
810614,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,3,"",US,PH,XX,"",I,I,"","",""
810615,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,5,"",US,TH,"","",I,I,"","",""
810616,1991,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",DE,DK,XX,Q,O,E,"",38bebb784b,""
810617,1992,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",US,SG,IN,T,U,I,"","",""
810618,1992,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,GB,XX,T,I,I,"","",""
810619,1992,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",US,KR,XX,"",I,I,"","",""
810620,1992,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,VN,"","",W,I,"","",""
810621,1993,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,HK,XX,T,I,I,"","",""
810622,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,NG,"","",I,I,"","",""
810623,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,T,W,I,"","",""
810624,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,T,W,I,"","",""
810625,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,MX,"","",I,I,"","",""
810626,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,7,"",US,MX,"",T,W,I,"","",""
810627,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,T,W,I,"","",""
810628,1994,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,feet,1,"",US,XX,"","",I,I,"","",""
810634,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,MY,"",I,I,"","",""
810635,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,12,"",US,LA,"","",W,I,"","",""
810636,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,302,"",US,LA,"",T,W,I,"",7d09726737,""
810637,1995,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,191,"",US,LA,"",T,W,I,"",7d09726737,""
810638,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,3,"",US,CA,XX,E,I,E,"",d08fd91ffa,""
810639,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,85,g,US,LA,"","",I,I,"","",""
810640,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,11,"",US,LA,"","",I,I,"","",""
810641,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,T,W,I,"","",""
810642,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,454,g,US,LA,"","",I,I,"","",""
810643,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,W,I,"","",""
810644,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,1,"",US,MX,XX,"",I,I,"",d5a6829e08,""
810645,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,"",T,I,I,"","",""
810646,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,3,"",US,MX,"",T,I,I,"","",""
810647,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,8,"",US,TG,"",T,W,I,"",f4d61eb3e7,""
810648,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,30,"",US,TG,"",T,U,I,"","",""
810649,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,5,"",US,TG,"",T,U,I,"",407f7458b1,""
810650,1990,III,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,5,"",US,TG,"",T,W,I,"",be48cbd3fb,""
810651,1995,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,BE,XX,P,W,E,"",ea46d40a58,""
810652,1995,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,BE,XX,"",O,I,"","",""
1886285,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,50,g,US,LA,,P,I,I,,,
1278052,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",US,MX,XX,T,I,I,"","",""
1278053,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,T,I,I,"","",""
1278054,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,143,g,US,LA,"","",I,I,"","",""
1278055,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,ID,T,W,I,"","",""
1278056,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,4,"",US,MX,XX,T,I,I,"","",""
1278057,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,LA,"","",I,I,"","",""
1278058,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,MX,XX,T,W,I,"","",""
1278059,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather items,25,"",US,MX,XX,T,I,I,"","",""
1278060,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,40,"",US,CA,XX,S,W,I,"",25acd56464,""
1278061,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,3,"",CA,US,XX,"",O,E,"",b0b3e544e4,""
1278062,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,3,"",US,CA,XX,"",O,I,"",d08fd91ffa,""
1278063,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,KH,"","",U,I,"","",""
1278064,1996,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,1,"",CA,US,XX,S,O,E,"",609fbdb5fd,""
1278065,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,366,kg,KR,XX,"",L,U,I,"","",""
1278066,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,"","",I,I,"","",""
1278067,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,1,"",US,XX,"",T,O,I,"","",""
1278068,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,LA,"","",I,I,"","",""
1278069,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,feet,4,"",US,LA,"","",I,I,"","",""
1278070,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,LA,"","",I,I,"","",""
1278071,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,36,"",US,MX,SG,T,W,I,"",742207c56a,""
1278072,1997,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,"","",I,I,"","",""
1278073,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",US,BE,XX,T,W,E,"",c143a56e3a,""
1278074,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,"",NZ,TW,XX,"",I,I,"","",""
1278075,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,feet,1,"",US,TH,"","",I,I,"","",""
1278076,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,TH,"","",I,I,"","",""
1278077,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,TH,"","",I,I,"","",""
1278078,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,2,kg,US,TH,"","",I,I,"","",""
1278079,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,kg,US,LA,XX,"",I,I,"","",""
1278080,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",US,LA,XX,"",I,I,"","",""
1278081,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,2,"",US,TH,"","",I,I,"","",""
1278082,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,2,kg,US,LA,XX,"",I,I,"","",""
1278083,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,100,g,US,LA,"","",I,I,"","",""
1278084,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,"",T,W,I,"","",""
1278085,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,LA,"","",I,I,"","",""
1278086,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,LA,XX,"",I,I,"","",""
1278087,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,NL,XX,"",I,I,"","",""
1278088,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,33,"",US,TW,US,T,W,I,"","",""
1278089,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,LA,XX,"",I,I,"","",""
1278090,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,T,I,I,"","",""
1278091,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,LA,"","",W,I,"","",""
1278092,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,BE,XX,"",O,I,"",d9df6a5afb,""
1278093,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,162,"",US,MX,LA,T,W,I,"","",""
1278094,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,20,"",US,MX,LA,T,W,I,"",aa494c3ed8,""
1278095,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,feet,4,"",US,LA,"",P,I,I,"","",""
1278096,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,T,I,I,"","",""
1278097,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",US,CA,XX,P,U,I,"",a7cbd7154d,""
1278098,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",CA,US,XX,P,U,E,"",b5d0a413b4,""
1278099,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),3,"",US,MX,XX,T,I,I,"","",""
1278100,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,T,I,I,"","",""
1278101,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",BE,US,XX,T,O,I,"",9905ec412e,""
1278102,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,"",P,I,I,"","",""
1278103,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,109,g,US,LA,"","",I,I,"","",""
1278104,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,122,g,US,CN,"",P,I,I,"","",""
1278105,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,35,g,US,LA,"",P,I,I,"","",""
1278106,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,314,"",US,MX,LA,T,W,I,"",ed18536b61,""
1278107,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,43,g,US,LA,XX,"",I,I,"","",""
1278108,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,32,g,US,LA,XX,P,I,I,"","",""
1278109,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",BE,US,XX,T,W,E,"",9905ec412e,""
1278110,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",NZ,XX,"","",I,I,7eeae87636,"",""
1278111,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NZ,CN,"","",I,I,cc623de638,"",""
1278112,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NZ,SG,"","",I,I,9ee22e0bfe,"",""
1278113,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,8,"",NZ,HK,"","",I,I,25d16d6836,"",""
1278114,1999,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,6,"",AT,BJ,"",M,W,I,a62bb5c42e,d4187c4322,""
1278115,1998,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,2,"",HU,BJ,"",T,W,E,"",4edf49af3d,""
1278116,1999,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,1,"",AT,BJ,"",S,W,E,"",8fce58406e,""
1278117,2000,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,skins,1,"",DE,CI,"",Q,W,E,"",fb83e44056,""
1886286,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,120,,US,HK,XX,P,I,I,,,
1886287,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,150,,CN,HK,XX,L,I,I,5ce16d98dc,d8684a6c41,
1886288,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,2,,CN,HK,XX,L,I,I,5ce16d98dc,d8684a6c41,
1886289,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,1,,CA,US,XX,E,I,I,,e019cd170b,
1886290,1998,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,,CA,US,XX,E,I,I,,e019cd170b,
1886291,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,13,,NZ,CN,,,I,I,0efab73da4,,
1886292,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,,NZ,CN,,,I,I,538b799431,,
1886293,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,,NZ,CN,,,I,I,599c4539b8,,
1886294,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,22,g,US,LA,,P,I,I,,,
1886295,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,13,g,US,LA,,P,I,I,,,
1886296,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,feet,2,,US,TH,XX,P,I,I,,,
1886297,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,20,g,US,LA,XX,P,I,I,,,
1886298,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,,US,MX,XX,P,W,I,,,
1886299,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,,US,MX,XX,T,I,I,,,
1886300,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,542,g,US,LA,,P,I,I,,,
1886301,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,19,g,US,LA,,P,I,I,,,
1886302,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,8,,US,XX,,P,U,I,,,
1886303,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,,US,MY,,P,I,I,,,
1886304,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,kg,US,CN,XX,P,W,I,,,
1886305,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,18,,NZ,CN,,,I,I,,,
1886306,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,150,g,US,CN,XX,T,I,I,,,
1886307,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,6,g,US,VN,,P,I,I,,,
1886308,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,7,g,US,VN,,P,I,I,,,
1886309,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,2,,US,LA,,P,I,I,,,
1886310,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,2,,US,LA,,P,I,I,,,
1886311,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,1,,US,PA,CO,S,W,I,,a490aa3549,
