App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
II,Manis pentadactyla,derivatives,kg,TW,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,derivatives,kg,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis pentadactyla,derivatives,,CA,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,derivatives,,CN,,,,,,,,,,,,,,,,,,30000,,,,,,,,3,,,,,,,,48,180,,,,,,,,,
II,Manis pentadactyla,derivatives,,HK,,,,,,,,,,,480,,,,,200,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,derivatives,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis pentadactyla,derivatives,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,40,,,,,,,
II,Manis pentadactyla,derivatives,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18323,5140,,,,,,,,
II,Manis pentadactyla,leather items,,JP,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,MX,,,,,,,,40,8,18,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,TW,,,,,,,,,40,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,US,,,,,,,,2,79,11,11,2,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,XX,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,JP,,,,,,,,,8,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,SG,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,TW,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,VN,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,live,,CN,,,2,,,,,5,9,9,5,,4,2,4,4,12,,,,,4,,,,,,,2,2,,,,,,,,,,,,,,
II,Manis pentadactyla,live,,HK,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,live,,TW,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,1,,,2,,,,2,,
II,Manis pentadactyla,live,,XX,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,meat,kg,LA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,medicine,g,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11443,,,,
II,Manis pentadactyla,medicine,g,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,,,,,,
II,Manis pentadactyla,medicine,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
II,Manis pentadactyla,medicine,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
II,Manis pentadactyla,medicine,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,60,,,,
II,Manis pentadactyla,scales,kg,CN,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,scales,kg,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,,,,,,,,,
II,Manis pentadactyla,scales,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
II,Manis pentadactyla,shoes,,JP,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,KR,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,MX,,,,,,,242,160,119,40,151,317,305,74,,,,197,48.5,,,,244,452,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,TH,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,US,,,,,,,11,21,18,17,4,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,kg,US,,,,,,,94.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,m,JP,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,,MX,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,,TW,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,,US,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,cm,JP,,,,,,122,60623,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,cm,TW,,,,,,,30635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,HK,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,JP,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,KR,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,US,,,,,,,,45.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,VN,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,m,US,,,,,,,118.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,CN,,,,350,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,DE,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,HK,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,JP,,,,3331,2737,8451,8370,837,347,1426,1002,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,KR,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,
II,Manis pentadactyla,skins,,NL,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,SG,,,,,,,,,800,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,TH,,,,,,,779,150,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,TW,,,,,500,1350,7472,2450,2800,2380,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,US,,,,,,,,,,720,,1056,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,VN,,,,,,,,,,,,,,,,,,5000,,,,,500,,400,1000,,,,2,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,XX,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin scraps,kg,US,,,,,,,94.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,specimens,kg,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,
II,Manis pentadactyla,specimens,,CN,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis pentadactyla,specimens,,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
II,Manis pentadactyla,specimens,,TW,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,63,,80,,,,,,,,,,,
II,Manis pentadactyla,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,22,1,,,
II,Manis pentadactyla,specimens,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Manis spp.,bodies,kg,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
II,Manis spp.,bodies,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Manis spp.,bodies,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,3,,,,,1,,,
II,Manis spp.,bodies,,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,DK,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Manis spp.,bodies,,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,bodies,,GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Manis spp.,bodies,,KH,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,KR,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,LA,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,
II,Manis spp.,bodies,,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Manis spp.,bodies,,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Manis spp.,bodies,,PH,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,TH,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,VN,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,XX,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,carvings,,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,carvings,,ZA,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,claws,,BE,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,claws,,LA,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,
II,Manis spp.,claws,,SG,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,claws,,US,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,g,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,60,,,,,,,,,
II,Manis spp.,derivatives,g,LA,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,kg,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,
II,Manis spp.,derivatives,kg,HK,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,CA,,,,,,,,,,,,,,,,,,,,,,40,,2,,,,,,,,,,,,,1,,,,,,,
II,Manis spp.,derivatives,,CN,,,,,,,,,,,,,,,,,,,,,,,,,1,17,6,6,,,,,379,318,338,1698,100,,,,,,,
II,Manis spp.,derivatives,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,
II,Manis spp.,derivatives,,HK,,,,,,,,,,,,,,,,,,,1,,,,,,8,120,,,,,,,,,52,,,,,,,,,
II,Manis spp.,derivatives,,LA,,,,,,,,,,1,,,,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,5,,,,,,,,,,,,
II,Manis spp.,derivatives,,NL,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,SG,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,TW,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,US,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,144,15,153,8,,,,,,,
II,Manis spp.,derivatives,,XX,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,24,,,,,,,,,
II,Manis spp.,feet,,LA,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,feet,,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Manis spp.,feet,,TH,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,
II,Manis spp.,feet,,XX,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather items,,LA,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather items,,MX,,,,,,,,,11,2,,3,20,,,1,,,,7,,33,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather items,,NG,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather items,,TH,,,,,,,4,3,,,,,3,320,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather items,,XX,,,,,,,4,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather products (large),,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
II,Manis spp.,leather products (large),,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
II,Manis spp.,leather products (small),,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
II,Manis spp.,leather products (small),,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Manis spp.,leather products (small),,MX,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,3,,3,,3,12,12,4,,6,5,5,,
II,Manis spp.,leather products (small),,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Manis spp.,leather products (small),,TH,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather products (small),,TW,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather products (small),,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,
II,Manis spp.,live,,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
II,Manis spp.,live,,CA,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,TG,,,,,,,,,,,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,TH,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,TW,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,XX,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,meat,g,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,
II,Manis spp.,meat,g,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,
II,Manis spp.,meat,kg,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.454,,,,,,,,,
II,Manis spp.,meat,kg,TH,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,
II,Manis spp.,meat,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
II,Manis spp.,meat,,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
II,Manis spp.,medicine,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
II,Manis spp.,medicine,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,13,137,151,22,,
II,Manis spp.,medicine,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,
II,Manis spp.,medicine,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,153,197,89,,,
II,Manis spp.,powder,g,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
II,Manis spp.,scales,g,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
II,Manis spp.,scales,g,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,
II,Manis spp.,scales,g,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,
II,Manis spp.,scales,g,LA,,,,,,,,,,,,,,,,,,,,,,,,,184,,61,,,,,,,23,,,,,,,,,,
II,Manis spp.,scales,g,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,
II,Manis spp.,scales,g,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,25,,,,,
II,Manis spp.,scales,g,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,454,,
II,Manis spp.,scales,kg,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,
II,Manis spp.,scales,kg,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.882,,,
II,Manis spp.,scales,kg,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,
II,Manis spp.,scales,kg,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,
II,Manis spp.,scales,kg,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,0.13,,,,,,,,,
II,Manis spp.,scales,kg,XX,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,scales,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Manis spp.,scales,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
II,Manis spp.,scales,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,1,225,155,,,,,
II,Manis spp.,scales,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Manis spp.,scales,,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
II,Manis spp.,scales,,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,scales,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,8,,,16,,,,,,
II,Manis spp.,scales,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,6,,1,,,,
II,Manis spp.,scales,,UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,
II,Manis spp.,scales,,US,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,scales,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,,,,,,,,,,,,,,
II,Manis spp.,scales,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
II,Manis spp.,shoes,,GB,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,KR,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,MX,,,,,,,,150,1,80,,,1,,,,,,,4,13,10,36,186,314,,4,,,,6,8,12,,,,,,,,,,,
II,Manis spp.,shoes,,PH,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,TH,,,,,,,7,,3,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,US,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,XX,,,,,,,4,,5,,,,,,,,,,,,,,1,,,,8,,,,,18,8,2,,,,,,,,,,
II,Manis spp.,skin pieces,cartons,XX,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skin pieces,,CA,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,
II,Manis spp.,skin pieces,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
II,Manis spp.,skin pieces,,MX,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Manis spp.,skin pieces,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
II,Manis spp.,skin pieces,,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
II,Manis spp.,skin pieces,,US,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,
II,Manis spp.,skins,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,
II,Manis spp.,skins,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis spp.,skins,,ES,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,HK,,,,,,,,,,,,,,,,,,,,,,,,,,150,,21,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
II,Manis spp.,skins,,LA,,,,,,,,,,,,,,,,,,,,,302,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,MX,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,PH,,,,,,,,1218,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis spp.,skins,,TH,,,,,,,,,,,,,,468,,,,,,,,,2,1,1,,,,1,,,,,,,,50,,,,,,,
II,Manis spp.,skins,,VN,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,XX,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,flasks,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
II,Manis spp.,specimens,g,LA,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Manis spp.,specimens,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Manis spp.,specimens,,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
II,Manis spp.,specimens,,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
II,Manis spp.,specimens,,GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,HK,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,100,,,,,,,,,,,,
II,Manis spp.,specimens,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,specimens,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
II,Manis spp.,specimens,,US,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,
II,Manis spp.,tails,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,
II,Manis spp.,unspecified,g,CN,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,g,LA,,,,,,,,,,,,,,,,,,,,,,228,,100,35,50,555,,,24,62,38,,,,,,,,,,,,
II,Manis spp.,unspecified,kg,LA,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,kg,XX,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,,BE,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,,LA,,,,,,,,,,,,,,,,,,,,,12,12,1,2,,,,,,,,,,,,1,,,,,,,,
II,Manis temminckii,bodies,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Manis temminckii,bodies,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis temminckii,bodies,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
