App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
II,Manis pentadactyla,derivatives,,US,,,,,,,,,,,480,,,,,200,,,,,41,,,4,,3,,,,,,,,48,18983,5141,40,,,,,,,
II,Manis pentadactyla,leather items,,CA,,,,,,,,,79,11,,,205,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,JP,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,MX,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather items,,US,,,,,,,2,38,,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,AU,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,CA,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,MY,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,leather products (small),,US,,,,,,,,,49,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,live,,AU,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,live,,DE,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,1,,,,,,,2,,
II,Manis pentadactyla,live,,JP,,,,,,,,5,5,5,5,,,,4,4,12,,,,,4,,,,,,,2,2,,,,,,,,2,,,,,,
II,Manis pentadactyla,live,,US,,,,,,,,,4,8,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,meat,kg,US,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,medicine,g,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,,11443,,,,
II,Manis pentadactyla,medicine,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,60,16,80,,
II,Manis pentadactyla,scales,kg,US,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,0.409,,,,,,,,,
II,Manis pentadactyla,scales,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
II,Manis pentadactyla,shoes,,CA,,,,,,,11,8,16,13,1,5,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,ID,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,JP,,,,,,,,11,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,shoes,,US,,,,,,,231,139,101,133,148,308,295,46,,,,197,48.5,,,,244,452,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,kg,JP,,,,,,,94.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,m,US,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,,MX,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skin pieces,,US,,,,,,,,,231,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,cm,FR,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,cm,US,,,,,,122,91258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,HK,,,,,,,,45.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,MX,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,kg,US,,,,,,,,,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,m,MX,,,,,,,118.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,AU,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,CA,,,,,,,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,FR,,,,,,,,,1,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,HK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,IT,,,,,,,185,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,JP,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,KR,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,MX,,,,,,,,,,400,,1052,,,,,5000,5050,,,,,500,,,,,,,,,,,,,1000,,,,,,,,
II,Manis pentadactyla,skins,,SG,,,,,,,,,,,,,,,,,,,,,,,,,400,500,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,skins,,US,,,,3681,3237,9801,16250,3437,3134,3072,1002,,,,,,,,,,,,,,,500,,,,2,,,,,,,,,,,,,,
II,Manis pentadactyla,skin scraps,kg,JP,,,,,,,94.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,specimens,kg,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,
II,Manis pentadactyla,specimens,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
II,Manis pentadactyla,specimens,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,,,,,,
II,Manis pentadactyla,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,
II,Manis pentadactyla,specimens,,JP,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis pentadactyla,specimens,,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis pentadactyla,specimens,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
II,Manis pentadactyla,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,63,,80,,,,,,,,,,,
II,Manis spp.,bodies,kg,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
II,Manis spp.,bodies,,DE,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,FJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Manis spp.,bodies,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,HK,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,bodies,,US,,,,,,,1,,,,,,,,,2,7,,,,1,1,,4,,,,,,,1,1,1,1,,3,1,1,,,1,2,,
II,Manis spp.,carvings,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,carvings,,US,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,claws,,BE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis spp.,claws,,US,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,
II,Manis spp.,derivatives,g,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,
II,Manis spp.,derivatives,g,US,,,,,,,,,,,,,,,,,,,,,,454,,,,,,150,,,,,,,,,,,,,,,,
II,Manis spp.,derivatives,kg,US,,,,,,,,,,,,,,,,22,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,
II,Manis spp.,derivatives,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Manis spp.,derivatives,,NZ,,,,,,,,,,,,,,,,,,,,,,,,4,12,17,6,,,,,,10,90,,1189,,,,,,,,
II,Manis spp.,derivatives,,US,,,,,,,,,,1,,,,,,,2,,1,,,40,1,6,,120,10,6,,,,29,369,375,428,662,111,,,,,,,
II,Manis spp.,feet,,US,,,,,,,,,,,,,,,,,,,,1,,,4,5,,,2,,,,,,,,,,,,,,,2,,
II,Manis spp.,leather items,,US,,,,,,,8,4,11,2,,3,23,321,,2,5,,,8,191,33,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,leather products (large),,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,
II,Manis spp.,leather products (small),,US,,,,,,1,,1,3,,,,,,,,,,,,,,,4,,,,,,,3,3,3,1,3,12,13,4,6,6,5,5,,
II,Manis spp.,live,,HK,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,JP,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,PL,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,live,,US,,,,,,,,,,,12,4,5,,,,,,,,,3,,33,,,,,,,,,,,,,,,,10,,,,
II,Manis spp.,meat,g,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,428,,,,,,,
II,Manis spp.,meat,kg,US,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,2.454,,,,,,,,,
II,Manis spp.,meat,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,
II,Manis spp.,medicine,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,166,334,288,22,,
II,Manis spp.,powder,g,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
II,Manis spp.,scales,g,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,
II,Manis spp.,scales,g,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
II,Manis spp.,scales,g,US,,,,,,,,,,,,,,,,,,,,,,,,,184,,61,13,,,,,,23,,,140,454,762,,,454,,
II,Manis spp.,scales,kg,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,
II,Manis spp.,scales,kg,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,750,,,
II,Manis spp.,scales,kg,KR,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,scales,kg,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,0.13,,,,,,,,,
II,Manis spp.,scales,kg,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.882,,,
II,Manis spp.,scales,,CA,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,scales,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis spp.,scales,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,,,,,,,,,,,,,,
II,Manis spp.,scales,,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Manis spp.,scales,,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,1,,,,,,,,,
II,Manis spp.,scales,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
II,Manis spp.,scales,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,58,,3,247,155,4,,,,
II,Manis spp.,shoes,,CA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,shoes,,US,,,,,,,11,150,9,112,,,3,,,2,,5,,4,13,10,37,186,314,,12,,,,6,26,20,2,,,,,,,,,,
II,Manis spp.,skin pieces,cartons,HK,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skin pieces,,SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Manis spp.,skin pieces,,US,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,6,,,,,
II,Manis spp.,skins,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Manis spp.,skins,,CA,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Manis spp.,skins,,NZ,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Manis spp.,skins,,US,,,,,629,,,1219,4,,,,,468,,,,1,,1,302,,2,2,1,,,,1,,1,,,,,1,50,,,,,,,
II,Manis spp.,specimens,flasks,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
II,Manis spp.,specimens,g,US,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,CA,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
II,Manis spp.,specimens,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Manis spp.,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Manis spp.,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,140,6,,,,,,,,,,,
II,Manis spp.,specimens,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,
II,Manis spp.,tails,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,
II,Manis spp.,unspecified,g,US,,,,,,,,,,,,,,,,,,,,,,228,,100,157,50,555,,,24,62,38,,,,,,,,,,,,
II,Manis spp.,unspecified,kg,HK,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,kg,US,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
II,Manis spp.,unspecified,,US,,,,,,,,,,,,,,,,,,,,,12,12,1,3,,,,,,,,,,,,1,,,,,,,,
II,Manis temminckii,bodies,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Manis temminckii,bodies,,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
II,Manis temminckii,bodies,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis temminckii,carvings,,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Manis temminckii,leather products (small),,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Manis temminckii,live,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Manis temminckii,live,,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Manis temminckii,live,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
II,Manis temminckii,live,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis temminckii,scales,g,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis temminckii,scales,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
II,Manis temminckii,skeletons,,US,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Manis temminckii,skin pieces,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Manis temminckii,specimens,kg,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
II,Manis temminckii,specimens,,BR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Manis temminckii,specimens,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
II,Manis temminckii,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
II,Manis temminckii,specimens,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Manis temminckii,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,8,10,,,,,
II,Manis temminckii,specimens,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Manis temminckii,trophies,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Manis tetradactyla,bodies,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,bodies,,US,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,live,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,
II,Manis tetradactyla,live,,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,
II,Manis tetradactyla,live,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,
II,Manis tetradactyla,live,,HU,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,live,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
II,Manis tetradactyla,live,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
II,Manis tetradactyla,live,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3,,,,,,,,,,,,,,
II,Manis tetradactyla,scales,g,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis tetradactyla,scales,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
II,Manis tetradactyla,skeletons,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
II,Manis tetradactyla,skins,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,skins,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
II,Manis tetradactyla,skins,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
II,Manis tetradactyla,skulls,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
II,Manis tetradactyla,specimens,ml,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
II,Manis tetradactyla,specimens,ml,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Manis tetradactyla,specimens,,AT,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,
II,Manis tetradactyla,specimens,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
II,Manis tetradactyla,specimens,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Manis tetradactyla,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,
II,Manis tetradactyla,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,21,,,,,,5,,,,,
II,Manis tetradactyla,specimens,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,,,
II,Manis tricuspis,bodies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
II,Manis tricuspis,carvings,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Manis tricuspis,live,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,
II,Manis tricuspis,live,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200,,,
II,Manis tricuspis,live,,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
II,Manis tricuspis,live,,ES,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,5,,,,,
II,Manis tricuspis,live,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
II,Manis tricuspis,live,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
II,Manis tricuspis,live,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,500,,,,,,,,,,
II,Manis tricuspis,live,,JP,,,,,,,,,,,,,,,,,3,,,,,20,,,5,5,,,,,,,,,4,,12,3,10,10,5,5,,
II,Manis tricuspis,live,,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
II,Manis tricuspis,live,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,
II,Manis tricuspis,live,,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
II,Manis tricuspis,live,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,
II,Manis tricuspis,live,,OM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
II,Manis tricuspis,live,,TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,
II,Manis tricuspis,live,,US,,,,,,,,,,,,,,,,,,,,,,10,1,,,,1,16,,,,,10,,,,,,8,34,22,51,,
II,Manis tricuspis,live,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,
II,Manis tricuspis,scales,g,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
II,Manis tricuspis,scales,kg,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,1200,500,5000,
II,Manis tricuspis,scales,kg,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
II,Manis tricuspis,scales,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Manis tricuspis,scales,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,
II,Manis tricuspis,scales,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,
II,Manis tricuspis,skin pieces,,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
II,Manis tricuspis,skin pieces,,OM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
II,Manis tricuspis,skin pieces,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
II,Manis tricuspis,skin pieces,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
II,Manis tricuspis,skins,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
II,Manis tricuspis,skins,,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
II,Manis tricuspis,skins,,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,
II,Manis tricuspis,skins,,US,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,51,,,,,1,,
II,Manis tricuspis,skulls,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Manis tricuspis,specimens,ml,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
II,Manis tricuspis,specimens,,AT,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
II,Manis tricuspis,specimens,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
II,Manis tricuspis,specimens,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,10,,,
II,Manis tricuspis,specimens,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,13,,,,
II,Manis tricuspis,specimens,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92,,,,,,1,,,,,
II,Manis tricuspis,specimens,,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,8,,
II,Manis tricuspis,trophies,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,
II,Manis tricuspis,trophies,,US,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,1,,,,,
III,Manis gigantea,live,,US,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,bodies,,FR,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,leather items,,FR,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,live,,US,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,Manis tetradactyla,shoes,,US,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
