,province,hospital,x,y
676,青海,乐都县中医院,115.92031,28.5756467
677,青海,互助县中医院,101.964009150859,36.8330514
678,青海,湟中县中医院,na,na
679,青海,湟源县中医院,115.92031,28.5756467
680,青海,民和县中医院,na,na
681,青海,化隆县中医院,na,na
682,宁夏,宁夏回族自治区中医医院,na,na
683,宁夏,银川市中医医院,na,na
684,宁夏,石嘴山市中医医院,na,na
685,宁夏,中卫市中医医院,na,na
686,宁夏,吴忠市中医医院,na,na
687,宁夏,固原市中医医院,na,na
688,宁夏,平罗县中医医院,106.520507144862,38.9199981
689,宁夏,永宁县中医医院,na,na
690,宁夏,灵武市中医医院,na,na
691,宁夏,西吉县中医医院,na,na
692,新疆,新疆维吾尔自治区中医医院,na,na
693,新疆,乌鲁木齐市中医医院,na,na
694,新疆,伊犁州中医医院,na,na
695,新疆,昌吉州中医医院,87.2974985,43.9999665
696,新疆,和田地区维吾尔医医院,na,na
697,新疆,喀什地区维吾尔医医院,na,na
698,新疆,巴州蒙医医院,na,na
699,新疆,乌鲁木齐市米东区中医医院,na,na
700,新疆,伊犁州新源县中医医院,na,na
701,新疆,塔城地区乌苏市中医医院,na,na
702,新疆,和田地区墨玉县维吾尔医医院,na,na
703,新疆,喀什地区巴楚县维吾尔医医院,na,na
704,新疆,吐鲁番地区鄯善县维吾尔医医院,na,na
705,新疆,巴州博湖县中医医院,na,na
706,新疆,喀什地区莎车县维吾尔医医院,na,na
707,新疆,伊犁州霍城县中医医院,na,na
708,新疆,阿克苏地区阿克苏市中医医院,na,na
709,新疆,阿克苏地区库车县维吾尔医医院,na,na
710,中国中医科学院,中国中医科学院西苑医院,116.287503009889,39.99409525
711,中国中医科学院,中国中医科学院广安门医院,na,na
712,中国中医科学院,中国中医科学院望京医院,na,na
713,中国中医科学院,中国中医科学院眼科医院,na,na
714,北京中医药大学,北京中医药大学东直门医院,na,na
715,北京中医药大学,北京中医药大学东方医院,na,na
