,year,court,lat,lng,confidence,province
83,2019,龙山县人民法院,29.458680193951473,109.45551613598508,80.0,湖南
84,2018,红河哈尼族彝族自治州中级人民法院,23.377638448996137,103.38020887058944,80.0,云南
85,2017,义乌市人民法院,29.29979125485832,120.07080772557323,75.0,浙江
86,2014,从化市人民法院,23.564076578083654,113.61387761451871,80.0,广东
87,2013,深圳市福田区人民法院,22.526712926253957,114.0609509699689,80.0,广东
88,2016,大埔县人民法院,24.355202163201,116.69862981651305,80.0,广东
89,2018,南宁市兴宁区人民法院,22.858226127143688,108.37302772392353,75.0,广西壮族自治区
90,2018,中山市中级人民法院,22.520485544177774,113.39683752356169,80.0,广东
91,2016,东阳市人民法院,29.29381508790127,120.25239380279297,80.0,浙江
92,2018,石狮市人民法院,24.727791787373892,118.6571401373249,75.0,福建
93,2017,湘潭市中级人民法院,27.8350681505242,112.96069196480622,75.0,湖南
94,2016,天台县人民法院,29.159022404535186,120.99622535675756,70.0,浙江
95,2018,大田县人民法院,25.698650208305374,117.85200189939361,80.0,福建
96,2015,台州市中级人民法院,28.65845877228245,121.43058683765214,75.0,浙江
97,2014,深圳市中级人民法院,22.56483701928558,114.07320395593456,80.0,广东
98,2015,广州市中级人民法院,23.13403895724075,113.27876665123473,80.0,广东
99,2017,东阳市人民法院,29.29381508790127,120.25239380279297,80.0,浙江
100,2017,诸暨市人民法院,29.72031746767887,120.25759269293022,80.0,浙江
101,2018,瑞安市人民法院,27.774229220255926,120.66840145046305,75.0,浙江
102,2013,贺州市八步区人民法院,24.410389010482398,111.55139492750669,80.0,广西壮族自治区
103,2014,中级人民法院,38.09374375503666,114.46371356335743,80.0,河北
104,2013,深圳市中级人民法院,22.56483701928558,114.07320395593456,80.0,广东
105,2016,景洪市人民法院,22.00949875927155,100.77306671791415,80.0,云南
106,2007,广州市中级人民法院,23.13403895724075,113.27876665123473,80.0,广东
107,2015,广州市白云区人民法院,23.206977891037972,113.27053051650819,80.0,广东
108,2017,海南省第一中级人民法院,20.039460349082912,110.36580593947095,80.0,海南
109,2014,从化市人民法院,23.564076578083654,113.61387761451871,80.0,广东
110,2017,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
111,2014,广东省阳东县人民法院,21.87084720295916,111.9612656393924,80.0,广东
112,2013,凭祥市人民法院,22.121909466270385,106.77139903577881,80.0,广西壮族自治区
113,2013,深圳市罗湖区人民法院,22.56167958904672,114.15247850897707,75.0,广东
114,2017,兰溪市人民法院,29.209505760333844,119.46767200634999,80.0,浙江
115,2018,靖西市人民法院,23.148313338212283,106.42026656825499,75.0,广西壮族自治区
116,2015,衢州市中级人民法院,28.941703020045512,118.87929271131051,80.0,浙江
117,2017,景洪市人民法院,22.00949875927155,100.77306671791415,80.0,云南
118,2017,佛山市禅城区人民法院,23.021795673125236,113.11549819115459,90.0,广东
119,2017,诸暨市人民法院,29.72031746767887,120.25759269293022,80.0,浙江
120,2017,南宁市兴宁区人民法院,22.858226127143688,108.37302772392353,75.0,广西壮族自治区
121,2015,石家庄市长安区人民法院,38.059289720658626,114.58512896727271,80.0,河北
122,2017,诸暨市人民法院,29.72031746767887,120.25759269293022,80.0,浙江
123,2016,昆明市盘龙区人民法院,25.073730118749918,102.72589836541265,90.0,云南
124,2014,南京市鼓楼区人民法院,32.0712479822365,118.75094253008047,80.0,江苏
125,2015,珠海市金湾区人民法院,22.140957935570707,113.35875816346383,80.0,广东
126,2016,浦江县人民法院,29.453402455674677,119.92911491813994,70.0,浙江
127,2016,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
128,2014,普洱市思茅区人民法院,22.76636067378394,100.97426446807201,80.0,云南
129,2014,河源市源城区人民法院,23.74104376026581,114.70616635643655,80.0,广东
130,2016,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
131,2015,龙岩市新罗区人民法院,25.0807908369927,117.03027062920634,80.0,福建
132,2019,钦州市钦南区人民法院,21.944469499718174,108.65710036014903,80.0,广西壮族自治区
133,2016,永嘉县人民法院,28.153329306264546,120.68954955280596,75.0,浙江
134,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
135,2018,长乐市人民法院,25.95994398556938,119.50746765368343,80.0,福建
136,2016,东兴市人民法院,21.561144783137035,107.99608082613757,80.0,广西壮族自治区
137,2015,永嘉县人民法院,28.153329306264546,120.68954955280596,75.0,浙江
138,2016,柘荣县人民法院,27.239866000071686,119.89803561809917,80.0,福建
139,2014,福清市人民法院,25.730149095151585,119.39645056726948,80.0,福建
140,2018,云南省高级人民法院,25.073730118749918,102.72589836541265,90.0,云南
141,2018,西双版纳傣族自治州中级人民法院,22.004829241598824,100.78535799145723,80.0,云南
142,2019,广东省高级人民法院,23.077803184442907,113.22338615878326,80.0,广东
