,year,court,lat,lng,confidence,province
69,2017,钦州市钦南区人民法院,21.944469499718174,108.65710036014903,80.0,广西壮族自治区
70,2016,广州市中级人民法院,23.13403895724075,113.27876665123473,80.0,广东
71,2014,陇川县人民法院,24.181992138288827,97.79389995854405,80.0,云南
72,2017,诸暨市人民法院,29.72031746767887,120.25759269293022,80.0,浙江
73,2015,仙居县人民法院,28.852600878817455,120.74555093426301,80.0,浙江
74,2016,广州市荔湾区人民法院,23.077803184442907,113.22338615878326,80.0,广东
75,2017,重庆市涪陵区人民法院,29.706594637925914,107.37710862127047,80.0,重庆市
76,2017,陇川县人民法院,24.181992138288827,97.79389995854405,80.0,云南
77,2019,元江哈尼族彝族傣族自治县人民法院,23.610427867968756,102.0033815045477,80.0,云南
78,2014,新邵县人民法院,27.314444054492192,111.46684139589922,80.0,湖南
79,2017,安宁市人民法院,24.926098611024248,102.46979040639864,75.0,云南
80,2016,天台县人民法院,29.159022404535186,120.99622535675756,70.0,浙江
81,2017,温州市中级人民法院,27.99594024058147,120.70160728218772,80.0,浙江
82,2017,安宁市人民法院,24.926098611024248,102.46979040639864,75.0,云南
83,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
84,2016,昆明市盘龙区人民法院,25.073730118749918,102.72589836541265,90.0,云南
85,2017,资中县人民法院,29.609622023987203,105.11897000326445,80.0,四川
86,2018,文山壮族苗族自治州中级人民法院,23.401544065620396,104.22972707656515,70.0,云南
87,2014,从化市人民法院,23.564076578083654,113.61387761451871,80.0,广东
88,2017,腾冲市人民法院,25.026616860345513,98.49759503548854,12.0,云南
89,2017,昆明市盘龙区人民法院,25.073730118749918,102.72589836541265,90.0,云南
90,2018,保山市中级人民法院,25.137265909901252,99.17773578020615,80.0,云南
91,2015,广州市中级人民法院,23.13403895724075,113.27876665123473,80.0,广东
92,2013,深圳市福田区人民法院,22.526712926253957,114.0609509699689,80.0,广东
93,2018,瑞丽市人民法院,24.00396904535055,97.856089636403,80.0,云南
94,2014,东兴市人民法院,21.561144783137035,107.99608082613757,80.0,广西壮族自治区
95,2017,瑞丽市人民法院,24.00396904535055,97.856089636403,80.0,云南
96,2018,中山市中级人民法院,22.520485544177774,113.39683752356169,80.0,广东
97,2018,河口瑶族自治县人民法院,22.523402866099577,103.9656656014159,80.0,云南
98,2019,磐安县人民法院,29.053350305111245,120.45853797073136,80.0,浙江
99,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
100,2016,天台县人民法院,29.159022404535186,120.99622535675756,70.0,浙江
101,2018,大田县人民法院,25.698650208305374,117.85200189939361,80.0,福建
102,2015,台州市中级人民法院,28.65845877228245,121.43058683765214,75.0,浙江
103,2014,深圳市中级人民法院,22.56483701928558,114.07320395593456,80.0,广东
104,2016,普洱市思茅区人民法院,22.76636067378394,100.97426446807201,80.0,云南
105,2019,亳州市中级人民法院,33.86209518370327,115.78564056461148,80.0,安徽
106,2019,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
107,2017,西盟佤族自治县人民法院,22.653048250987364,99.60117934397,80.0,云南
108,2018,澜沧拉祜族自治县人民法院,22.56007888362059,99.93286589748155,80.0,云南
109,2018,澜沧拉祜族自治县人民法院,22.56007888362059,99.93286589748155,80.0,云南
110,2017,大连经济技术开发区人民法院,38.93746037809194,121.5758771225781,80.0,辽宁
111,2016,景洪市人民法院,22.00949875927155,100.77306671791415,80.0,云南
112,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
113,2018,满洲里市人民法院,49.597587145378725,117.50060886923453,80.0,内蒙古自治区
114,2019,龙陵县人民法院,24.599614875168633,98.701004583591,80.0,云南
115,2018,龙陵县人民法院,24.599614875168633,98.701004583591,80.0,云南
116,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
117,2014,公诉机关陇川县人民检察院,24.189835922733156,97.80211765734661,80.0,云南
118,2017,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
119,2013,深圳市罗湖区人民法院,22.56167958904672,114.15247850897707,75.0,广东
120,2017,安宁市人民法院,24.926098611024248,102.46979040639864,75.0,云南
121,2017,兰溪市人民法院,29.209505760333844,119.46767200634999,80.0,浙江
122,2017,梁河县人民法院,24.81974384826699,98.3145506455112,80.0,云南
123,2018,武汉市汉阳区人民法院,30.54379219791971,114.25897220270991,80.0,湖北
124,2017,梁河县人民法院,24.81974384826699,98.3145506455112,80.0,云南
125,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
126,2017,樟树市人民法院,28.064118985202636,115.54697520393644,80.0,江西
127,2017,景洪市人民法院,22.00949875927155,100.77306671791415,80.0,云南
128,2018,临沂经济技术开发区人民法院,35.05093413357772,118.35030973051707,75.0,山东
129,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
130,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
131,2017,安宁市人民法院,24.926098611024248,102.46979040639864,75.0,云南
132,2015,石家庄市长安区人民法院,38.059289720658626,114.58512896727271,80.0,河北
133,2016,昆明市盘龙区人民法院,25.073730118749918,102.72589836541265,90.0,云南
134,2018,北流市人民法院,22.71479971167041,110.35659920630222,80.0,广西壮族自治区
135,2018,芒市人民法院,24.44503385788426,98.59295169246057,80.0,云南
136,2018,昆明市中级人民法院,25.016902294177136,102.6945991431153,75.0,云南
137,2016,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
138,2017,德宏傣族景颇族自治州中级人民法院,24.450821766652332,98.58743340171462,80.0,云南
139,2018,瑞丽市人民法院,24.00396904535055,97.856089636403,80.0,云南
140,2016,勐海县人民法院,21.95735900600114,100.44547541256016,80.0,云南
141,2015,龙岩市新罗区人民法院,25.0807908369927,117.03027062920634,80.0,福建
142,2016,永嘉县人民法院,28.153329306264546,120.68954955280596,75.0,浙江
143,2016,南京市玄武区人民法院,32.05678150301868,118.80210553836737,90.0,江苏
144,2017,蕉岭县人民法院,24.652075343369813,116.17564084030418,80.0,广东
145,2016,东兴市人民法院,21.561144783137035,107.99608082613757,80.0,广西壮族自治区
146,2015,永嘉县人民法院,28.153329306264546,120.68954955280596,75.0,浙江
147,2016,马关县人民法院,23.032700324699544,104.39757444506554,80.0,云南
148,2018,江城哈尼族彝族自治县人民法院,22.57902101832951,101.87832040591408,80.0,云南
149,2018,陇川县人民法院,24.181992138288827,97.79389995854405,80.0,云南
150,2018,云南省高级人民法院,25.073730118749918,102.72589836541265,90.0,云南
151,2017,保山市中级人民法院,25.137265909901252,99.17773578020615,80.0,云南
152,2018,上海市第三中级人民法院,31.235929042252014,121.48053886017651,12.0,上海市
153,2017,西藏自治区日喀则市中级人民法院,29.275657822511512,88.89370303482552,,西藏自治区
154,2017,保山市中级人民法院,25.137265909901252,99.17773578020615,80.0,云南
155,2017,保山市中级人民法院,25.137265909901252,99.17773578020615,80.0,云南
156,2018,瑞丽市人民法院,24.00396904535055,97.856089636403,80.0,云南
157,2018,广州市中级人民法院,23.13403895724075,113.27876665123473,80.0,广东
158,2018,西双版纳傣族自治州中级人民法院,22.004829241598824,100.78535799145723,80.0,云南
159,2019,云南省高级人民法院,25.073730118749918,102.72589836541265,90.0,云南
160,2019,广东省高级人民法院,23.077803184442907,113.22338615878326,80.0,广东
161,2018,湛江市中级人民法院,21.278894342490062,110.37991203088949,80.0,广东
162,2018,上海市第三中级人民法院,31.235929042252014,121.48053886017651,12.0,上海市
